Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Alberta,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,177,113,103,55,5191,130,1492,16,,,,,,
Alberta,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),,,,,,,,,,,3.3,,,
Alberta,1991,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,780,558,497,288,5386,326,2388,30,38.1,78.7,15.5,0.385,0.798,0.4
Alberta,1991,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,10357,9857,9826,129,904,9226,57097,81,113.2,7.1,1.8,0.323,,4450.8
Alberta,1991,Mobile Sources,Air Transportation,all subsectors,77,77,68,167,5348,575,6623,3,6245.6,,,,,1.2
Alberta,1991,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,4504,4504,4369,3595,43544,4778,15171,41,,,,0.417,,136.7
Alberta,1991,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,903,903,831,345,22176,31931,457365,187,,,,0.011,,440.1
Alberta,1991,Mobile Sources,Light-duty diesel trucks,all subsectors,81,81,78,56,479,74,254,2,,,,0.063,,8.9
Alberta,1991,Mobile Sources,Light-duty diesel vehicles,all subsectors,70,70,68,43,102,34,83,1,,,,0.022,,4.7
Alberta,1991,Mobile Sources,Light-duty gasoline trucks,all subsectors,1050,1050,966,555,38863,24813,286694,240,,,,0.011,,119.9
Alberta,1991,Mobile Sources,Light-duty gasoline vehicles,all subsectors,1560,1560,1435,893,52702,45838,479472,432,,,,0.019,,68.8
Alberta,1991,Mobile Sources,Marine Transportation,all subsectors,3,3,2,20,41,2,5,,0.4,,,0.012,,0.1
Alberta,1991,Mobile Sources,Motorcycles,all subsectors,3,3,3,3,66,248,1730,1,,,,,,0.6
Alberta,1991,Mobile Sources,Off-road use of diesel,all subsectors,10084,10084,9883,2326,82141,12658,54486,42,,,,,,
